fecha,dst_index,bz_gse,vsw
2024-01-02 14:00:00,-16.48,-0.62,415.6
2024-01-02 15:00:00,-12.94,1.79,365.2
2024-01-02 16:00:00,-12.11,1.55,449.7
2024-01-02 17:00:00,-14.32,-1.5,457.7
2024-01-02 18:00:00,-15.35,0.44,401.4
2024-01-02 19:00:00,-15.73,2.72,472.7
2024-01-02 20:00:00,-18.77,-3.04,388.0
2024-01-02 21:00:00,-15.7,-0.32,412.0
2024-01-02 22:00:00,-13.88,0.57,443.0
2024-01-02 23:00:00,-8.12,0.02,386.2
2024-01-03 00:00:00,-8.97,1.7,358.6
2024-01-03 01:00:00,-14.0,-3.0,351.6
2024-01-03 02:00:00,-6.53,-2.01,461.8
2024-01-03 03:00:00,-7.62,1.36,384.1
2024-01-03 04:00:00,-7.7,-3.4,394.4
2024-01-03 05:00:00,-3.34,1.62,366.6
2024-01-03 06:00:00,-1.91,0.9,428.5
2024-01-03 07:00:00,-2.38,1.48,376.6
2024-01-03 08:00:00,-8.19,-0.94,385.3
2024-01-03 09:00:00,-7.39,1.02,409.0
2024-01-03 10:00:00,-6.51,-2.34,368.1
2024-01-03 11:00:00,-5.78,-0.83,394.6
2024-01-03 12:00:00,-11.44,0.07,442.1
2024-01-03 13:00:00,-11.85,-1.8,412.8
2024-01-03 14:00:00,-15.82,0.44,403.9
2024-01-03 15:00:00,-17.12,-2.29,406.4
2024-01-03 16:00:00,-11.89,0.54,388.3
2024-01-03 17:00:00,-10.76,3.48,459.9
2024-01-03 18:00:00,-15.22,-2.51,375.6
2024-01-03 19:00:00,-11.82,-0.05,406.3
2024-01-03 20:00:00,-13.25,-3.24,403.5
2024-01-03 21:00:00,-15.47,-1.67,430.3
2024-01-03 22:00:00,-11.42,1.4,433.1
2024-01-03 23:00:00,-6.68,-0.86,399.0
2024-01-04 00:00:00,-10.11,1.48,408.7
2024-01-04 01:00:00,-4.01,0.71,409.9
2024-01-04 02:00:00,-15.36,-0.13,331.8
2024-01-04 03:00:00,-4.0,-2.06,352.3
2024-01-04 04:00:00,-5.41,1.37,381.8
2024-01-04 05:00:00,-6.07,0.61,383.2
2024-01-04 06:00:00,-4.72,-3.06,364.0
2024-01-04 07:00:00,-11.13,-1.93,422.5
2024-01-04 08:00:00,-6.33,-5.54,400.1
2024-01-04 09:00:00,-5.39,-2.73,393.6
2024-01-04 10:00:00,-3.07,-0.63,362.3
2024-01-04 11:00:00,-10.26,-2.11,398.7
2024-01-04 12:00:00,-12.43,-1.66,321.2
2024-01-04 13:00:00,-12.8,2.78,395.1
2024-01-04 14:00:00,-9.75,2.06,401.9
2024-01-04 15:00:00,-12.55,-1.39,407.3
2024-01-04 16:00:00,-15.92,1.59,353.1
2024-01-04 17:00:00,-13.29,2.43,406.7
2024-01-04 18:00:00,-14.71,1.24,368.8
2024-01-04 19:00:00,-11.92,0.6,375.6
2024-01-04 20:00:00,-16.44,2.2,421.5
2024-01-04 21:00:00,-14.52,1.54,460.4
2024-01-04 22:00:00,-13.68,-2.43,401.5
2024-01-04 23:00:00,-15.68,-0.38,375.5
2024-01-05 00:00:00,-9.11,-1.1,405.7
2024-01-05 01:00:00,-7.92,2.3,428.2
2024-01-05 02:00:00,-7.48,-1.16,418.6
2024-01-05 03:00:00,-7.17,-1.5,482.3
2024-01-05 04:00:00,-9.92,2.05,378.5
2024-01-05 05:00:00,-6.43,0.52,407.6
2024-01-05 06:00:00,-6.03,4.22,446.5
2024-01-05 07:00:00,-7.58,-1.72,444.6
2024-01-05 08:00:00,-6.15,-1.04,341.5
2024-01-05 09:00:00,-5.25,2.24,399.9
2024-01-05 10:00:00,-1.84,-2.56,444.5
2024-01-05 11:00:00,-8.18,2.64,486.7
2024-01-05 12:00:00,-9.23,-2.41,421.1
2024-01-05 13:00:00,-11.52,1.22,389.0
2024-01-05 14:00:00,-18.26,-3.69,369.7
2024-01-05 15:00:00,-13.62,0.09,466.6
2024-01-05 16:00:00,-14.15,-2.74,421.9
2024-01-05 17:00:00,-7.44,3.85,374.6
2024-01-05 18:00:00,-15.58,-2.14,393.9
2024-01-05 19:00:00,-13.92,-1.66,409.3
2024-01-05 20:00:00,-14.43,1.07,416.3
2024-01-05 21:00:00,-17.04,-1.2,373.0
2024-01-05 22:00:00,-9.07,1.4,381.6
2024-01-05 23:00:00,-9.04,-1.42,350.4
2024-01-06 00:00:00,-7.63,-1.58,431.2
2024-01-06 01:00:00,-11.43,-0.06,389.8
2024-01-06 02:00:00,-3.29,-2.43,414.0
2024-01-06 03:00:00,-10.67,0.79,442.7
2024-01-06 04:00:00,-3.91,1.75,406.6
2024-01-06 05:00:00,1.4,1.11,396.6
2024-01-06 06:00:00,-7.97,1.29,405.8
2024-01-06 07:00:00,-6.87,-3.85,401.9
2024-01-06 08:00:00,-5.37,-0.92,437.4
2024-01-06 09:00:00,-7.97,-0.45,409.3
2024-01-06 10:00:00,-12.15,2.91,383.7
2024-01-06 11:00:00,-8.5,-1.16,431.4
2024-01-06 12:00:00,-13.19,-4.6,436.9
2024-01-06 13:00:00,-9.87,-2.01,359.9
2024-01-06 14:00:00,-15.26,-1.32,446.0
2024-01-06 15:00:00,-8.89,-4.31,410.9
2024-01-06 16:00:00,-16.68,1.94,408.5
2024-01-06 17:00:00,-15.8,-3.14,430.2
2024-01-06 18:00:00,-12.56,0.89,383.0
2024-01-06 19:00:00,-18.52,-2.18,428.6
2024-01-06 20:00:00,-13.65,3.01,388.7
2024-01-06 21:00:00,-9.61,-0.55,355.8
2024-01-06 22:00:00,-17.32,-0.96,370.1
2024-01-06 23:00:00,-10.74,1.06,417.0
2024-01-07 00:00:00,-9.22,-2.01,371.6
2024-01-07 01:00:00,-6.36,1.15,448.3
2024-01-07 02:00:00,-11.21,-0.96,435.7
2024-01-07 03:00:00,-10.43,-1.19,440.0
2024-01-07 04:00:00,-4.1,-0.18,403.7
2024-01-07 05:00:00,-4.28,-2.18,407.7
2024-01-07 06:00:00,-4.25,-0.38,364.2
2024-01-07 07:00:00,-4.13,0.68,429.9
2024-01-07 08:00:00,-7.71,-4.62,411.4
2024-01-07 09:00:00,-5.77,2.18,417.0
2024-01-07 10:00:00,-6.62,1.63,450.6
2024-01-07 11:00:00,-10.85,-3.71,381.8
2024-01-07 12:00:00,-4.4,-4.02,396.2
2024-01-07 13:00:00,-9.87,1.68,409.8
2024-01-07 14:00:00,-16.07,1.53,371.9
2024-01-07 15:00:00,-11.57,1.25,394.4
2024-01-07 16:00:00,-17.25,-2.85,414.8
2024-01-07 17:00:00,-12.47,3.66,390.2
2024-01-07 18:00:00,-11.52,-1.51,439.3
2024-01-07 19:00:00,-17.29,0.48,354.7
2024-01-07 20:00:00,-11.44,0.5,433.7
2024-01-07 21:00:00,-12.3,3.19,419.8
2024-01-07 22:00:00,-10.03,0.25,382.9
2024-01-07 23:00:00,-5.6,0.83,372.3
2024-01-08 00:00:00,-10.74,-0.15,337.6
2024-01-08 01:00:00,-10.97,-2.39,376.1
2024-01-08 02:00:00,-10.17,-4.64,431.4
2024-01-08 03:00:00,-8.91,0.07,398.3
2024-01-08 04:00:00,-5.9,-2.82,434.9
2024-01-08 05:00:00,-4.15,0.7,381.4
2024-01-08 06:00:00,-4.17,0.3,421.2
2024-01-08 07:00:00,-2.69,0.25,378.5
2024-01-08 08:00:00,-5.63,-2.11,371.0
2024-01-08 09:00:00,-2.1,2.07,396.8
2024-01-08 10:00:00,-8.29,0.95,380.1
2024-01-08 11:00:00,-0.55,-2.36,353.7
2024-01-08 12:00:00,-8.12,4.14,394.5
2024-01-08 13:00:00,-13.87,-0.42,403.2
2024-01-08 14:00:00,-15.71,-2.67,438.1
2024-01-08 15:00:00,-12.09,-1.52,428.1
2024-01-08 16:00:00,-15.0,-3.02,436.6
2024-01-08 17:00:00,-12.69,2.72,421.6
2024-01-08 18:00:00,-13.58,2.16,410.0
2024-01-08 19:00:00,-15.05,1.48,363.1
2024-01-08 20:00:00,-16.87,1.1,404.5
2024-01-08 21:00:00,-18.08,2.5,417.9
2024-01-08 22:00:00,-13.84,-0.48,443.7
2024-01-08 23:00:00,-8.72,0.85,420.6
2024-01-09 00:00:00,-9.36,-1.62,437.2
2024-01-09 01:00:00,-12.44,-0.31,369.0
2024-01-09 02:00:00,-6.98,0.9,390.2
2024-01-09 03:00:00,-5.31,-6.16,412.9
2024-01-09 04:00:00,-8.32,-1.24,434.8
2024-01-09 05:00:00,-4.71,0.33,395.6
2024-01-09 06:00:00,-4.83,-0.16,397.5
2024-01-09 07:00:00,-8.6,-0.9,420.6
2024-01-09 08:00:00,-4.6,1.18,366.2
2024-01-09 09:00:00,-4.78,-1.42,448.2
2024-01-09 10:00:00,-4.25,-2.44,373.6
2024-01-09 11:00:00,-5.54,2.37,342.4
2024-01-09 12:00:00,-14.13,2.09,400.3
2024-01-09 13:00:00,-14.11,-1.2,451.0
2024-01-09 14:00:00,-10.95,-0.14,417.6
2024-01-09 15:00:00,-11.99,1.69,422.5
2024-01-09 16:00:00,-12.78,0.09,401.2
2024-01-09 17:00:00,-3.27,1.06,395.4
2024-01-09 18:00:00,-13.29,0.95,353.7
2024-01-09 19:00:00,-11.42,-0.64,332.2
2024-01-09 20:00:00,-11.47,1.03,405.9
2024-01-09 21:00:00,-11.58,-1.93,439.4
2024-01-09 22:00:00,-13.45,0.79,410.3
2024-01-09 23:00:00,-9.02,-0.15,418.7
2024-01-10 00:00:00,-12.32,-0.72,447.5
2024-01-10 01:00:00,-9.42,-2.49,409.9
2024-01-10 02:00:00,-8.96,0.26,396.3
2024-01-10 03:00:00,-6.22,0.08,375.4
2024-01-10 04:00:00,1.27,-1.68,460.7
2024-01-10 05:00:00,-10.77,-3.19,415.8
2024-01-10 06:00:00,-2.94,-3.29,371.7
2024-01-10 07:00:00,-10.01,-0.51,364.9
2024-01-10 08:00:00,-7.09,0.61,437.6
2024-01-10 09:00:00,-3.2,3.7,368.9
2024-01-10 10:00:00,-7.31,-0.09,455.6
2024-01-10 11:00:00,-11.94,-3.25,317.3
2024-01-10 12:00:00,-12.15,-0.41,442.7
2024-01-10 13:00:00,-9.26,2.5,414.6
2024-01-10 14:00:00,-14.69,-1.37,403.6
2024-01-10 15:00:00,-12.89,2.24,394.7
2024-01-10 16:00:00,-14.19,0.35,456.7
2024-01-10 17:00:00,-16.78,1.29,421.2
2024-01-10 18:00:00,-8.57,3.72,372.9
2024-01-10 19:00:00,-12.93,-3.67,348.4
2024-01-10 20:00:00,-20.41,1.79,405.3
2024-01-10 21:00:00,-12.98,-0.19,400.0
2024-01-10 22:00:00,-14.49,-1.9,354.4
2024-01-10 23:00:00,-8.74,-0.2,398.3
2024-01-11 00:00:00,-12.38,3.38,382.8
2024-01-11 01:00:00,-9.05,2.67,400.3
2024-01-11 02:00:00,-5.99,-4.0,421.8
2024-01-11 03:00:00,-3.87,-1.54,444.8
2024-01-11 04:00:00,-9.27,1.89,427.3
2024-01-11 05:00:00,-6.17,-0.04,378.4
2024-01-11 06:00:00,-6.42,-0.04,411.1
2024-01-11 07:00:00,-7.13,-3.14,401.9
2024-01-11 08:00:00,-0.37,-1.49,360.0
2024-01-11 09:00:00,-5.25,-2.72,411.9
2024-01-11 10:00:00,-11.28,-3.31,455.7
2024-01-11 11:00:00,-5.95,-2.52,401.0
2024-01-11 12:00:00,-3.63,-1.86,352.2
2024-01-11 13:00:00,-8.2,-1.52,400.9
2024-01-11 14:00:00,-17.06,-1.68,363.6
2024-01-11 15:00:00,-14.99,2.04,425.9
2024-01-11 16:00:00,-10.53,-1.81,415.7
2024-01-11 17:00:00,-16.95,2.85,394.9
2024-01-11 18:00:00,-13.67,-0.97,390.1
2024-01-11 19:00:00,-12.51,0.88,393.6
2024-01-11 20:00:00,-17.11,0.94,400.2
2024-01-11 21:00:00,-13.71,-1.8,376.8
2024-01-11 22:00:00,-22.22,-0.66,358.4
2024-01-11 23:00:00,-14.37,-1.01,434.2
2024-01-12 00:00:00,-10.76,0.74,388.4
2024-01-12 01:00:00,-12.45,-0.26,405.0
2024-01-12 02:00:00,-2.6,-1.5,408.6
2024-01-12 03:00:00,-10.75,0.24,409.7
2024-01-12 04:00:00,-6.99,0.68,364.8
2024-01-12 05:00:00,-4.78,3.7,349.7
2024-01-12 06:00:00,-0.68,0.14,382.3
2024-01-12 07:00:00,-9.48,0.02,411.9
2024-01-12 08:00:00,-2.18,0.86,378.2
2024-01-12 09:00:00,-6.43,-1.9,389.4
2024-01-12 10:00:00,-10.44,-3.45,463.8
2024-01-12 11:00:00,-7.32,-0.62,344.6
2024-01-12 12:00:00,-9.4,2.14,377.3
2024-01-12 13:00:00,-13.09,2.47,456.9
2024-01-12 14:00:00,-12.29,-3.76,398.7
2024-01-12 15:00:00,-14.69,1.33,378.8
2024-01-12 16:00:00,-13.99,-4.37,435.1
2024-01-12 17:00:00,-12.84,0.92,401.7
2024-01-12 18:00:00,-10.24,0.8,389.6
2024-01-12 19:00:00,-18.54,-3.45,405.8
2024-01-12 20:00:00,-7.93,2.0,380.3
2024-01-12 21:00:00,-19.39,3.49,369.5
2024-01-12 22:00:00,-12.96,-0.12,396.6
2024-01-12 23:00:00,-9.53,0.28,369.7
2024-01-13 00:00:00,-9.16,2.96,400.3
2024-01-13 01:00:00,-10.57,-2.25,410.6
2024-01-13 02:00:00,-8.12,-2.2,425.6
2024-01-13 03:00:00,-7.94,-1.68,433.8
2024-01-13 04:00:00,-7.44,0.07,387.8
2024-01-13 05:00:00,-2.62,0.07,415.0
2024-01-13 06:00:00,-3.93,-1.11,414.8
2024-01-13 07:00:00,-7.25,-0.6,409.8
2024-01-13 08:00:00,-2.97,-1.08,385.6
2024-01-13 09:00:00,-5.54,-0.98,369.2
2024-01-13 10:00:00,-5.06,-1.54,415.1
2024-01-13 11:00:00,-6.82,-1.52,348.8
2024-01-13 12:00:00,-12.49,-4.0,392.0
2024-01-13 13:00:00,-12.97,-0.45,323.4
2024-01-13 14:00:00,-10.26,-3.91,359.9
2024-01-13 15:00:00,-11.7,1.5,373.7
2024-01-13 16:00:00,-14.39,-1.12,432.9
2024-01-13 17:00:00,-14.48,-0.24,420.6
2024-01-13 18:00:00,-11.17,-0.75,383.4
2024-01-13 19:00:00,-16.6,-0.49,421.9
2024-01-13 20:00:00,-12.69,2.53,426.6
2024-01-13 21:00:00,-14.14,-2.7,395.2
2024-01-13 22:00:00,-13.15,-3.25,358.5
2024-01-13 23:00:00,-8.0,0.24,393.8
2024-01-14 00:00:00,-7.52,-0.99,397.1
2024-01-14 01:00:00,-6.27,0.72,363.0
2024-01-14 02:00:00,-3.58,1.43,411.0
2024-01-14 03:00:00,-6.4,-2.21,408.4
2024-01-14 04:00:00,-3.62,1.21,413.4
2024-01-14 05:00:00,-6.1,-2.04,408.4
2024-01-14 06:00:00,-4.03,0.15,421.9
2024-01-14 07:00:00,-5.56,-2.47,394.6
2024-01-14 08:00:00,-5.38,0.26,406.1
2024-01-14 09:00:00,-4.68,-0.04,388.1
2024-01-14 10:00:00,-9.95,-2.21,382.5
2024-01-14 11:00:00,-2.43,-2.72,440.1
2024-01-14 12:00:00,-13.02,1.5,338.7
2024-01-14 13:00:00,-14.94,-0.91,426.3
2024-01-14 14:00:00,-9.03,2.02,381.4
2024-01-14 15:00:00,-11.16,-1.09,377.5
2024-01-14 16:00:00,-12.46,2.6,407.8
2024-01-14 17:00:00,-12.94,-1.9,355.3
2024-01-14 18:00:00,-15.04,2.95,375.5
2024-01-14 19:00:00,-17.52,0.35,374.5
2024-01-14 20:00:00,-14.1,0.8,393.4
2024-01-14 21:00:00,-15.57,-2.01,375.9
2024-01-14 22:00:00,-9.57,1.46,448.0
2024-01-14 23:00:00,-11.74,1.53,453.9
2024-01-15 00:00:00,-12.48,-0.65,339.3
2024-01-15 01:00:00,-9.67,-4.27,416.3
2024-01-15 02:00:00,-6.26,-2.23,425.8
2024-01-15 03:00:00,-8.16,-2.23,416.3
2024-01-15 04:00:00,-8.14,0.9,380.3
2024-01-15 05:00:00,-4.44,-0.93,392.7
2024-01-15 06:00:00,-4.27,-0.89,377.6
2024-01-15 07:00:00,-6.69,-1.13,387.4
2024-01-15 08:00:00,-7.08,2.94,363.7
2024-01-15 09:00:00,-5.77,0.09,396.6
2024-01-15 10:00:00,-11.84,0.4,354.9
2024-01-15 11:00:00,-12.93,-1.24,394.0
2024-01-15 12:00:00,-12.16,-0.06,362.5
2024-01-15 13:00:00,-11.93,-1.95,406.2
2024-01-15 14:00:00,-11.57,0.69,379.6
2024-01-15 15:00:00,-9.11,-2.29,408.7
2024-01-15 16:00:00,-11.76,1.49,432.4
2024-01-15 17:00:00,-15.31,-1.47,447.7
2024-01-15 18:00:00,-15.06,1.9,324.2
2024-01-15 19:00:00,-17.84,3.81,375.0
2024-01-15 20:00:00,-14.39,0.0,390.9
2024-01-15 21:00:00,-14.4,2.62,413.8
2024-01-15 22:00:00,-11.53,1.5,350.5
2024-01-15 23:00:00,-13.78,-2.87,370.5
2024-01-16 00:00:00,-8.44,0.22,403.9
2024-01-16 01:00:00,-4.11,1.0,402.5
2024-01-16 02:00:00,-7.83,1.2,411.3
2024-01-16 03:00:00,-5.26,0.36,413.3
2024-01-16 04:00:00,-3.6,0.33,410.2
2024-01-16 05:00:00,-6.37,0.01,405.8
2024-01-16 06:00:00,-4.33,0.27,401.7
2024-01-16 07:00:00,-5.13,-2.45,419.9
2024-01-16 08:00:00,-5.38,-0.47,332.8
2024-01-16 09:00:00,-8.78,-2.91,446.3
2024-01-16 10:00:00,-7.43,-1.0,333.9
2024-01-16 11:00:00,-7.21,-1.18,367.6
2024-01-16 12:00:00,-5.65,-1.31,393.2
2024-01-16 13:00:00,-8.42,-2.1,420.2
2024-01-16 14:00:00,-6.04,0.54,310.1
2024-01-16 15:00:00,-15.84,-0.64,399.2
2024-01-16 16:00:00,-11.71,-0.84,423.8
2024-01-16 17:00:00,-14.28,-2.82,429.8
2024-01-16 18:00:00,-8.43,-0.6,379.1
2024-01-16 19:00:00,-17.25,2.29,391.0
2024-01-16 20:00:00,-16.85,2.32,381.5
2024-01-16 21:00:00,-15.33,0.75,388.2
2024-01-16 22:00:00,-18.87,-0.59,369.0
2024-01-16 23:00:00,-12.87,1.12,373.3
2024-01-17 00:00:00,-12.28,-1.33,413.0
2024-01-17 01:00:00,-8.25,-0.6,403.9
2024-01-17 02:00:00,-6.47,-1.49,414.7
2024-01-17 03:00:00,-0.84,1.82,406.4
2024-01-17 04:00:00,-2.82,1.56,421.1
2024-01-17 05:00:00,-6.9,-0.07,426.3
2024-01-17 06:00:00,-7.7,3.46,347.7
2024-01-17 07:00:00,-3.69,0.83,374.4
2024-01-17 08:00:00,-9.63,0.71,393.1
2024-01-17 09:00:00,-0.97,0.5,399.3
2024-01-17 10:00:00,-3.96,-2.52,379.9
2024-01-17 11:00:00,-10.11,-1.79,427.4
2024-01-17 12:00:00,-15.14,-0.11,459.4
2024-01-17 13:00:00,-7.23,-0.09,405.6
2024-01-17 14:00:00,-12.84,1.18,402.5
2024-01-17 15:00:00,-9.82,-1.34,425.5
2024-01-17 16:00:00,-19.11,0.14,344.0
2024-01-17 17:00:00,-16.63,0.18,400.9
2024-01-17 18:00:00,-14.98,0.26,429.4
2024-01-17 19:00:00,-14.69,0.03,380.7
2024-01-17 20:00:00,-15.68,-2.81,363.2
2024-01-17 21:00:00,-11.67,-4.52,394.4
2024-01-17 22:00:00,-15.7,-1.88,398.2
2024-01-17 23:00:00,-11.72,-1.06,372.7
2024-01-18 00:00:00,-9.64,-2.36,462.9
2024-01-18 01:00:00,-7.16,-0.11,385.6
2024-01-18 02:00:00,-5.37,2.18,365.4
2024-01-18 03:00:00,-9.84,1.45,397.2
2024-01-18 04:00:00,-10.27,0.93,427.2
2024-01-18 05:00:00,-1.34,1.97,400.5
2024-01-18 06:00:00,-4.0,-1.85,414.6
2024-01-18 07:00:00,-7.42,-0.91,373.9
2024-01-18 08:00:00,-1.02,1.23,444.6
2024-01-18 09:00:00,-6.12,-0.95,416.9
2024-01-18 10:00:00,-3.96,-0.84,431.4
2024-01-18 11:00:00,-8.5,3.72,411.0
2024-01-18 12:00:00,-3.82,0.19,424.7
2024-01-18 13:00:00,-6.03,3.53,373.8
2024-01-18 14:00:00,-13.25,-3.65,385.3
2024-01-18 15:00:00,-10.62,-1.26,440.4
2024-01-18 16:00:00,-12.39,0.82,446.8
2024-01-18 17:00:00,-10.72,0.19,365.6
2024-01-18 18:00:00,-17.89,-4.11,407.5
2024-01-18 19:00:00,-12.77,-0.46,387.1
2024-01-18 20:00:00,-11.15,4.95,379.1
2024-01-18 21:00:00,-18.81,0.49,408.5
2024-01-18 22:00:00,-16.05,1.21,434.2
2024-01-18 23:00:00,-17.41,-1.29,413.5
2024-01-19 00:00:00,-10.81,0.49,390.4
2024-01-19 01:00:00,-6.55,-0.02,415.4
2024-01-19 02:00:00,-2.99,2.24,389.2
2024-01-19 03:00:00,-6.24,2.17,412.4
2024-01-19 04:00:00,-0.78,0.82,441.9
2024-01-19 05:00:00,-9.31,0.14,337.7
2024-01-19 06:00:00,-10.11,-3.36,423.9
2024-01-19 07:00:00,-5.34,-3.43,353.8
2024-01-19 08:00:00,-4.52,0.16,436.8
2024-01-19 09:00:00,-6.56,1.75,380.9
2024-01-19 10:00:00,-13.7,2.66,363.5
2024-01-19 11:00:00,-8.97,-1.78,420.9
2024-01-19 12:00:00,-13.91,-3.02,410.9
2024-01-19 13:00:00,-9.29,1.87,370.0
2024-01-19 14:00:00,-11.4,-1.63,362.4
2024-01-19 15:00:00,-16.36,-3.15,394.4
2024-01-19 16:00:00,-15.87,-0.99,363.9
2024-01-19 17:00:00,-18.01,-1.02,368.2
2024-01-19 18:00:00,-15.19,2.64,403.5
2024-01-19 19:00:00,-11.96,1.73,371.0
2024-01-19 20:00:00,-17.29,-1.47,412.8
2024-01-19 21:00:00,-12.02,2.8,444.7
2024-01-19 22:00:00,-14.09,0.25,395.5
2024-01-19 23:00:00,-13.67,2.12,403.9
2024-01-20 00:00:00,-10.32,2.65,460.5
2024-01-20 01:00:00,-11.81,-0.53,364.4
2024-01-20 02:00:00,-9.16,1.14,435.7
2024-01-20 03:00:00,-10.06,-0.81,432.1
2024-01-20 04:00:00,0.22,1.86,425.6
2024-01-20 05:00:00,-5.06,0.18,438.8
2024-01-20 06:00:00,-7.1,1.92,408.4
2024-01-20 07:00:00,-4.53,3.05,382.5
2024-01-20 08:00:00,-6.01,1.09,432.8
2024-01-20 09:00:00,-7.13,-0.19,434.0
2024-01-20 10:00:00,-5.66,-0.15,433.2
2024-01-20 11:00:00,-6.43,-5.91,401.3
2024-01-20 12:00:00,-11.59,-1.43,378.5
2024-01-20 13:00:00,-13.02,1.87,405.7
2024-01-20 14:00:00,-13.33,1.94,428.3
2024-01-20 15:00:00,-20.44,-1.47,430.7
2024-01-20 16:00:00,-18.88,0.33,387.1
2024-01-20 17:00:00,-10.73,-0.38,409.5
2024-01-20 18:00:00,-10.07,1.38,360.7
2024-01-20 19:00:00,-15.58,4.42,429.5
2024-01-20 20:00:00,-12.6,1.42,376.5
2024-01-20 21:00:00,-12.6,-1.34,423.6
2024-01-20 22:00:00,-3.26,-0.16,365.5
2024-01-20 23:00:00,-7.94,2.8,430.9
2024-01-21 00:00:00,-10.38,-2.82,409.7
2024-01-21 01:00:00,-11.57,-1.23,376.6
2024-01-21 02:00:00,-12.32,1.42,420.7
2024-01-21 03:00:00,-5.85,2.59,382.3
2024-01-21 04:00:00,-7.94,1.22,422.5
2024-01-21 05:00:00,-9.44,-1.21,391.8
2024-01-21 06:00:00,-6.94,1.07,348.4
2024-01-21 07:00:00,-8.42,0.83,370.5
2024-01-21 08:00:00,-0.61,0.7,387.1
2024-01-21 09:00:00,-3.82,-0.19,441.0
2024-01-21 10:00:00,-7.52,0.11,427.0
2024-01-21 11:00:00,-4.27,-1.81,448.7
2024-01-21 12:00:00,-9.77,4.96,449.6
2024-01-21 13:00:00,-13.88,0.31,384.0
2024-01-21 14:00:00,-7.93,1.1,394.3
2024-01-21 15:00:00,-11.92,-0.44,387.7
2024-01-21 16:00:00,-17.44,1.69,379.9
2024-01-21 17:00:00,-15.4,-2.6,344.8
2024-01-21 18:00:00,-17.63,-3.49,399.6
2024-01-21 19:00:00,-18.98,-0.06,361.4
2024-01-21 20:00:00,-11.55,4.11,399.0
2024-01-21 21:00:00,-7.81,2.42,463.5
2024-01-21 22:00:00,-16.7,-1.62,384.7
2024-01-21 23:00:00,-9.61,1.03,405.8
2024-01-22 00:00:00,-11.95,-1.27,427.2
2024-01-22 01:00:00,-10.17,0.85,408.4
2024-01-22 02:00:00,-9.28,1.01,408.8
2024-01-22 03:00:00,-9.06,1.85,389.1
2024-01-22 04:00:00,-5.52,-3.13,393.0
2024-01-22 05:00:00,-7.66,-2.53,371.2
2024-01-22 06:00:00,-4.19,-0.15,425.4
2024-01-22 07:00:00,-5.32,-2.06,347.8
2024-01-22 08:00:00,-6.39,-2.22,429.1
2024-01-22 09:00:00,-9.19,0.54,357.9
2024-01-22 10:00:00,-9.23,-1.83,428.9
2024-01-22 11:00:00,-6.44,4.52,389.4
2024-01-22 12:00:00,-8.5,-1.07,363.0
2024-01-22 13:00:00,-14.23,-0.54,417.4
2024-01-22 14:00:00,-12.2,0.6,427.9
2024-01-22 15:00:00,-11.28,-3.02,386.9
2024-01-22 16:00:00,-19.34,1.02,421.6
2024-01-22 17:00:00,-13.2,0.68,331.4
2024-01-22 18:00:00,-16.99,-0.7,360.4
2024-01-22 19:00:00,-13.12,0.55,438.8
2024-01-22 20:00:00,-16.62,0.86,393.3
2024-01-22 21:00:00,-18.95,2.87,344.1
